transaction_id,user_id,género,linea_tc,interes_tc,monto,fecha,hora,dispositivo,establecimiento,ciudad,status_txn,is_prime,dcto,cashback,fraude
3235,2444,M,71000,35,808.77,05/01/20,13,0,Supermercado,Guadalajara,Rechazada,False,0.0,24.26,False
3236,2483,F,73000,38,275.95,05/01/20,13,0,Supermercado,Nezahualcóyotl,Rechazada,False,13.8,8.28,False
3237,2496,F,41000,52,673.99,05/01/20,13,0,Compra en línea,Monterrey,En proceso,False,0.0,20.22,False
3238,2522,M,95000,52,494.81,05/01/20,13,0,Compra en línea,Guadalajara,Aceptada,False,24.74,14.84,False
3239,2589,F,91000,51,639.15,05/01/20,13,0,Abarrotes,Guadalajara,En proceso,False,0.0,19.17,False
3240,2650,F,26000,54,373.35,05/01/20,13,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,11.2,False
3241,2663,F,31000,34,117.2,05/01/20,13,0,Farmacia,Monterrey,Aceptada,False,0.0,3.52,False
3242,2714,F,81000,32,572.05,05/01/20,13,0,Compra en línea,Nezahualcóyotl,Aceptada,False,28.6,17.16,False
3243,2776,F,63000,56,308.02,05/01/20,13,0,Tienda departamental,Ciudad de México,Aceptada,False,15.4,9.24,False
3244,2816,N,64000,43,167.65,05/01/20,13,0,Farmacia,Ciudad de México,Aceptada,False,0.0,5.03,False
3245,2820,M,33000,43,923.49,05/01/20,13,0,Abarrotes,Cancún,En proceso,True,46.17,27.7,False
3246,2909,F,92000,53,715.29,05/01/20,13,0,Tienda departamental,Monterrey,En proceso,True,0.0,21.46,False
3247,2969,M,68000,64,994.66,05/01/20,13,0,Supermercado,Guadalajara,Aceptada,False,0.0,29.84,False
3248,2974,M,26000,57,720.71,05/01/20,13,0,Tienda departamental,Monterrey,En proceso,False,0.0,21.62,False
3249,3004,M,51000,42,203.79,05/01/20,13,0,Farmacia,Guadalajara,Aceptada,False,10.19,10.19,False
3250,3300,N,46000,60,406.91,05/01/20,13,0,Farmacia,Tijuana,Aceptada,False,0.0,12.21,False
3251,3394,M,94000,64,148.23,05/01/20,13,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,4.45,False
3252,3454,M,73000,58,892.08,05/01/20,13,0,Supermercado,Nezahualcóyotl,Aceptada,True,44.6,26.76,False
3253,3576,F,55000,48,465.89,05/01/20,13,0,Supermercado,Nezahualcóyotl,En proceso,False,0.0,13.98,False
3254,3584,F,60000,40,856.03,05/01/20,13,0,,Guadalajara,Rechazada,False,0.0,25.68,False
3255,3652,M,66000,44,1.0,05/01/20,13,0,Farmacia,Guadalajara,Rechazada,True,0.0,0.03,False
3256,3696,F,40000,37,826.1,05/01/20,13,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,24.78,False
3257,3736,F,74000,37,686.02,05/01/20,13,0,Compra en línea,Guadalajara,En proceso,False,34.3,34.3,False
3258,3763,F,52000,62,757.91,05/01/20,13,0,Tienda departamental,Guadalajara,Aceptada,False,37.9,22.74,False
3259,3791,M,82000,42,92.23,05/01/20,13,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,2.77,False
3260,3906,F,36000,55,669.7,05/01/20,13,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,20.09,False
3261,3953,M,76000,55,48.04,05/01/20,13,0,Compra en línea,Toluca,En proceso,False,0.0,1.44,False
3262,15,M,87000,43,631.39,05/01/20,14,0,Supermercado,Tijuana,En proceso,False,0.0,18.94,False
3263,28,M,46000,38,339.02,05/01/20,14,0,Tienda departamental,Monterrey,Rechazada,True,0.0,10.17,False
3264,57,M,57000,64,1130.91,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,0.0,33.93,False
3265,74,F,43000,38,868.17,05/01/20,14,0,Compra en línea,Nezahualcóyotl,Aceptada,False,43.41,26.05,False
3266,276,N,26000,52,173.82,05/01/20,14,0,Compra en línea,Tijuana,En proceso,False,0.0,5.21,False
3267,279,M,85000,41,456.66,05/01/20,14,0,,Nezahualcóyotl,Aceptada,False,22.83,13.7,False
3268,343,M,65000,53,540.43,05/01/20,14,0,Supermercado,Nezahualcóyotl,Aceptada,False,0.0,16.21,False
3269,456,F,49000,61,120.46,05/01/20,14,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,3.61,False
3270,535,N,68000,45,663.15,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,0.0,19.89,False
3271,680,M,47000,58,409.43,05/01/20,14,0,Compra en línea,Toluca,En proceso,False,0.0,12.28,False
3272,698,F,93000,60,556.19,05/01/20,14,0,Tienda departamental,Cancún,Aceptada,False,0.0,16.69,False
3273,727,M,65000,40,365.99,05/01/20,14,0,,Monterrey,Aceptada,False,0.0,10.98,False
3274,728,F,54000,63,427.93,05/01/20,14,0,Farmacia,Toluca,Aceptada,False,0.0,12.84,False
3275,733,N,71000,38,545.31,05/01/20,14,0,Farmacia,Toluca,Aceptada,True,0.0,16.36,False
3276,734,M,74000,59,149.63,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,0.0,4.49,False
3277,840,N,95000,59,555.82,05/01/20,14,0,Supermercado,Ciudad de México,Aceptada,False,0.0,16.67,False
3278,846,M,76000,44,639.63,05/01/20,14,0,Tienda departamental,Cancún,Rechazada,False,0.0,19.19,False
3279,894,M,58000,38,555.45,05/01/20,14,0,Compra en línea,Nezahualcóyotl,Aceptada,False,27.77,16.66,False
3280,961,F,34000,33,887.17,05/01/20,14,0,,Nezahualcóyotl,Aceptada,False,44.36,26.62,False
3281,1056,M,70000,54,741.1,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,37.06,22.23,False
3282,1361,F,28000,52,985.81,05/01/20,14,0,Farmacia,Guadalajara,Aceptada,False,0.0,29.57,False
3283,1462,M,55000,38,1098.58,05/01/20,14,0,Tienda departamental,Tijuana,En proceso,True,0.0,32.96,False
3284,1581,F,49000,46,520.39,05/01/20,14,0,Farmacia,Monterrey,Aceptada,False,0.0,15.61,True
3285,1823,F,47000,46,819.34,05/01/20,14,0,Compra en línea,Guadalajara,Aceptada,False,0.0,24.58,False
3286,1958,N,33000,63,820.11,05/01/20,14,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,24.6,False
3287,1958,N,33000,63,546.41,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,27.32,16.39,False
3288,2017,F,86000,60,294.61,05/01/20,14,0,Tienda departamental,Guadalajara,En proceso,False,0.0,8.84,False
3289,2070,N,34000,61,701.82,05/01/20,14,0,Tienda departamental,Monterrey,En proceso,False,0.0,21.05,False
3290,2150,M,98000,42,275.01,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,0.0,8.25,False
3291,2177,M,58000,63,1066.75,05/01/20,14,0,Tienda departamental,Monterrey,Aceptada,False,0.0,32.0,False
3292,2203,N,34000,47,307.31,05/01/20,14,0,Farmacia,Ciudad de México,Aceptada,False,0.0,9.22,False
3293,2244,F,37000,58,614.9,05/01/20,14,0,Compra en línea,Cancún,Aceptada,False,0.0,18.45,False
3294,2366,M,96000,59,1.0,05/01/20,14,0,Abarrotes,Tijuana,En proceso,False,0.0,0.03,False
3295,2528,M,73000,43,399.97,05/01/20,14,0,Tienda departamental,Cancún,En proceso,False,0.0,12.0,False
3296,2530,F,58000,57,111.06,05/01/20,14,0,,Monterrey,Aceptada,False,0.0,3.33,False
3297,2545,M,77000,43,1.0,05/01/20,14,0,Tienda departamental,Monterrey,Rechazada,False,0.0,0.03,False
3298,2595,M,26000,43,100.66,05/01/20,14,0,Abarrotes,Guadalajara,Aceptada,False,0.0,3.02,False
3299,2633,F,49000,33,814.48,05/01/20,14,0,Tienda departamental,Monterrey,En proceso,False,0.0,24.43,False
3300,2634,M,55000,52,26.19,05/01/20,14,0,Tienda departamental,Ciudad de México,En proceso,False,1.31,0.79,False
3301,2663,F,31000,34,619.73,05/01/20,14,0,Abarrotes,Monterrey,Rechazada,False,0.0,18.59,False
3302,2735,M,31000,34,101.25,05/01/20,14,0,Supermercado,Guadalajara,En proceso,True,0.0,3.04,False
3303,2780,F,84000,39,470.69,05/01/20,14,0,Compra en línea,Monterrey,En proceso,False,0.0,23.53,False
3304,2785,M,80000,49,251.74,05/01/20,14,0,Compra en línea,Monterrey,Aceptada,False,0.0,7.55,False
3305,2846,F,98000,38,914.27,05/01/20,14,0,Abarrotes,Tijuana,Aceptada,False,0.0,27.43,False
3306,2935,M,47000,63,345.45,05/01/20,14,0,Abarrotes,Guadalajara,Aceptada,False,0.0,10.36,False
3307,2941,M,27000,34,725.12,05/01/20,14,0,,Monterrey,Aceptada,False,0.0,21.75,False
3308,2946,M,73000,58,684.38,05/01/20,14,0,Compra en línea,Monterrey,Aceptada,False,0.0,20.53,False
3309,3084,F,51000,42,1049.31,05/01/20,14,0,Supermercado,Monterrey,Rechazada,False,0.0,52.47,False
3310,3113,M,51000,40,409.1,05/01/20,14,0,Supermercado,,Aceptada,False,0.0,28.64,False
3311,3189,M,35000,33,565.01,05/01/20,14,0,Tienda departamental,Cancún,Rechazada,False,0.0,16.95,False
3312,3207,F,51000,53,1099.79,05/01/20,14,0,Farmacia,Nezahualcóyotl,Aceptada,True,54.99,32.99,False
3313,3334,M,57000,32,48.33,05/01/20,14,0,Compra en línea,Guadalajara,Aceptada,False,0.0,2.42,False
3314,3380,F,47000,64,934.14,05/01/20,14,0,Farmacia,Cancún,Aceptada,True,0.0,28.02,False
3315,3391,F,60000,56,192.83,05/01/20,14,0,Farmacia,Monterrey,En proceso,False,0.0,5.78,False
3316,3416,F,90000,45,641.45,05/01/20,14,0,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,19.24,False
3317,3431,F,83000,34,33.12,05/01/20,14,0,Farmacia,Monterrey,Aceptada,False,0.0,0.99,False
3318,3485,F,50000,58,485.94,05/01/20,14,0,Tienda departamental,Guadalajara,Aceptada,False,24.3,14.58,False
3319,3500,M,83000,39,464.57,05/01/20,14,0,Abarrotes,,En proceso,True,0.0,13.94,False
3320,3547,F,67000,35,1.0,05/01/20,14,0,Abarrotes,Cancún,Aceptada,False,0.0,0.03,False
3321,3591,F,29000,33,737.0,05/01/20,14,0,,Tijuana,En proceso,False,0.0,22.11,False
3322,3710,M,54000,43,789.3,05/01/20,14,0,Tienda departamental,Tijuana,Aceptada,False,0.0,23.68,False
3323,3791,M,82000,42,458.77,05/01/20,14,0,Compra en línea,,En proceso,False,0.0,13.76,False
3324,3822,F,46000,53,488.05,05/01/20,14,0,Tienda departamental,Toluca,Aceptada,False,24.4,14.64,False
3325,3826,F,71000,63,61.77,05/01/20,14,0,Farmacia,Monterrey,Aceptada,False,0.0,3.09,False
3326,3901,F,91000,63,1.0,05/01/20,14,0,Tienda departamental,Ciudad de México,En proceso,False,0.0,0.03,False
3327,3904,M,96000,56,722.13,05/01/20,14,0,Compra en línea,Monterrey,Aceptada,False,0.0,21.66,False
3328,3960,F,76000,53,406.56,05/01/20,14,0,Abarrotes,Guadalajara,Aceptada,False,0.0,12.2,False
3329,3994,F,59000,59,601.59,05/01/20,14,0,Compra en línea,Toluca,Aceptada,False,0.0,18.05,False
3330,95,M,25000,52,458.57,05/01/20,15,0,Farmacia,Tijuana,Aceptada,False,0.0,13.76,False
3331,349,N,86000,53,377.25,05/01/20,15,0,Supermercado,Guadalajara,Rechazada,False,0.0,11.32,False
3332,475,F,99000,38,700.0,05/01/20,15,0,Farmacia,,Aceptada,False,0.0,21.0,False
3333,493,M,78000,59,421.61,05/01/20,15,0,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,12.65,False
3334,598,M,30000,63,829.44,05/01/20,15,0,,Tijuana,Aceptada,False,0.0,24.88,False
3335,633,M,32000,61,306.31,05/01/20,15,0,Farmacia,Ciudad de México,Aceptada,False,0.0,9.19,False
3336,682,F,68000,36,353.96,05/01/20,15,0,Compra en línea,Tijuana,Aceptada,False,0.0,10.62,False
3337,788,M,60000,54,606.3,05/01/20,15,0,,Nezahualcóyotl,En proceso,False,0.0,18.19,False
3338,821,M,44000,37,507.92,05/01/20,15,0,Supermercado,Ciudad de México,Aceptada,False,0.0,15.24,False
3339,1041,F,72000,53,357.29,05/01/20,15,0,Tienda departamental,Tijuana,Rechazada,False,0.0,10.72,False
3340,1070,F,89000,39,695.89,05/01/20,15,0,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,20.88,False
3341,1083,M,25000,44,363.08,05/01/20,15,0,Supermercado,Monterrey,Aceptada,False,0.0,25.42,False
3342,1096,M,91000,60,722.92,05/01/20,15,0,Compra en línea,Cancún,Rechazada,False,0.0,21.69,False
3343,1135,F,45000,58,226.64,05/01/20,15,0,Supermercado,Monterrey,Aceptada,False,0.0,6.8,False
3344,1175,F,65000,59,548.08,05/01/20,15,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,38.37,False
3345,1239,F,79000,63,1245.03,05/01/20,15,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,37.35,False
3346,1289,M,76000,46,1302.79,05/01/20,15,0,Abarrotes,Monterrey,Aceptada,False,0.0,39.08,False
3347,1356,M,40000,41,66.44,05/01/20,15,0,Compra en línea,Cancún,Aceptada,False,0.0,1.99,False
3348,1387,M,70000,32,500.82,05/01/20,15,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,25.04,False
3349,1406,M,39000,32,484.51,05/01/20,15,0,,Monterrey,Aceptada,False,0.0,14.54,False
3350,1572,M,54000,39,623.6,05/01/20,15,0,Compra en línea,Monterrey,Aceptada,False,31.18,18.71,False
3351,1646,N,92000,34,124.25,05/01/20,15,0,Tienda departamental,Monterrey,Aceptada,False,0.0,3.73,False
3352,1712,M,37000,36,224.05,05/01/20,15,0,Compra en línea,Monterrey,En proceso,False,0.0,6.72,False
3353,1831,F,70000,35,548.37,05/01/20,15,0,Tienda departamental,Monterrey,Aceptada,False,0.0,38.39,False
3354,1834,F,33000,43,687.09,05/01/20,15,0,Farmacia,Toluca,Rechazada,False,0.0,20.61,False
3355,1861,F,63000,48,595.68,05/01/20,15,0,,Toluca,Aceptada,False,0.0,17.87,False
3356,1862,M,91000,35,563.97,05/01/20,15,0,Tienda departamental,Monterrey,Aceptada,False,0.0,16.92,False
3357,1927,M,73000,34,322.97,05/01/20,15,0,Compra en línea,,Aceptada,False,0.0,9.69,False
3358,1940,F,40000,44,272.64,05/01/20,15,0,Farmacia,Cancún,En proceso,False,13.63,8.18,False
3359,1972,M,88000,62,465.44,05/01/20,15,0,Compra en línea,Nezahualcóyotl,Rechazada,False,0.0,13.96,False
3360,2019,F,54000,33,451.02,05/01/20,15,0,,Guadalajara,En proceso,False,0.0,13.53,False
3361,2248,F,45000,58,474.81,05/01/20,15,0,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,14.24,False
3362,2286,F,29000,45,418.5,05/01/20,15,0,Abarrotes,Cancún,Aceptada,False,0.0,12.56,False
3363,2324,M,92000,53,151.17,05/01/20,15,0,Farmacia,Guadalajara,Aceptada,False,0.0,4.54,False
3364,2338,M,78000,41,287.97,05/01/20,15,0,Tienda departamental,Monterrey,En proceso,False,14.4,8.64,False
3365,2358,M,33000,55,517.32,05/01/20,15,0,Supermercado,Ciudad de México,Aceptada,False,0.0,15.52,False
3366,2395,F,86000,35,613.68,05/01/20,15,0,Compra en línea,Monterrey,En proceso,True,0.0,18.41,False
3367,2519,F,75000,58,1.0,05/01/20,15,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,0.03,False
3368,2588,F,77000,49,655.77,05/01/20,15,0,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,19.67,False
3369,2600,F,70000,48,718.41,05/01/20,15,0,Compra en línea,Guadalajara,Rechazada,False,35.92,21.55,False
3370,2669,F,63000,43,653.99,05/01/20,15,0,Compra en línea,Ciudad de México,Aceptada,False,32.7,19.62,False
3371,2676,M,54000,42,498.52,05/01/20,15,0,Tienda departamental,Monterrey,Rechazada,False,0.0,24.93,True
3372,2751,M,80000,43,608.14,05/01/20,15,0,,Monterrey,Aceptada,True,30.41,18.24,False
3373,2833,M,30000,50,213.32,05/01/20,15,0,Compra en línea,Guadalajara,Aceptada,False,0.0,6.4,False
3374,2853,M,45000,33,789.7,05/01/20,15,0,Farmacia,Monterrey,En proceso,True,39.49,23.69,False
3375,2869,N,85000,33,878.49,05/01/20,15,0,Farmacia,,Aceptada,False,43.92,26.35,False
3376,2952,M,58000,38,448.8,05/01/20,15,0,Compra en línea,Monterrey,Aceptada,False,0.0,13.46,False
3377,2969,M,68000,64,1234.53,05/01/20,15,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,37.04,True
3378,2973,M,26000,60,637.41,05/01/20,15,0,Farmacia,Guadalajara,Aceptada,True,31.87,19.12,False
3379,3001,F,83000,60,213.45,05/01/20,15,0,Compra en línea,Monterrey,Aceptada,False,10.67,6.4,False
3380,3019,F,29000,45,277.36,05/01/20,15,0,Farmacia,Monterrey,Rechazada,False,0.0,8.32,False
3381,3041,M,84000,37,139.13,05/01/20,15,0,Supermercado,Guadalajara,En proceso,True,0.0,4.17,False
3382,3118,M,88000,47,778.77,05/01/20,15,0,Farmacia,Monterrey,Aceptada,False,0.0,23.36,False
3383,3301,F,29000,61,174.97,05/01/20,15,0,Abarrotes,Tijuana,En proceso,False,0.0,5.25,False
3384,3314,M,59000,64,739.53,05/01/20,15,0,Tienda departamental,Cancún,En proceso,False,0.0,22.19,False
3385,3320,M,67000,60,428.19,05/01/20,15,0,Supermercado,Monterrey,En proceso,False,0.0,12.85,False
3386,3360,M,52000,38,333.59,05/01/20,15,0,Supermercado,Ciudad de México,Aceptada,False,0.0,10.01,False
3387,3501,M,77000,33,190.51,05/01/20,15,0,Farmacia,Nezahualcóyotl,En proceso,False,0.0,5.72,False
3388,3785,M,52000,40,620.42,05/01/20,15,0,Compra en línea,Guadalajara,Aceptada,False,0.0,18.61,False
3389,3823,F,83000,50,581.37,05/01/20,15,0,Farmacia,Ciudad de México,En proceso,False,29.07,17.44,False
3390,3850,M,25000,38,693.46,05/01/20,15,0,Compra en línea,Monterrey,Aceptada,False,0.0,34.67,False
3391,3936,M,34000,51,691.67,05/01/20,15,0,Supermercado,Cancún,En proceso,False,0.0,20.75,False
3392,40,M,37000,54,4.82,05/01/20,16,0,Tienda departamental,Monterrey,Rechazada,False,0.0,0.14,False
3393,94,N,74000,42,448.93,05/01/20,16,0,Compra en línea,Guadalajara,Aceptada,True,0.0,13.47,False
3394,194,N,25000,57,493.61,05/01/20,16,0,Compra en línea,Guadalajara,En proceso,False,0.0,14.81,False
3395,209,M,72000,46,727.71,05/01/20,16,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,21.83,False
3396,222,M,61000,54,293.64,05/01/20,16,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,8.81,False
3397,283,F,83000,64,55.58,05/01/20,16,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,1.67,False
3398,404,F,35000,59,482.95,05/01/20,16,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,14.49,False
3399,424,F,41000,53,595.94,05/01/20,16,0,Abarrotes,Cancún,Rechazada,False,29.8,17.88,False
3400,581,F,78000,58,686.01,05/01/20,16,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,20.58,False
3401,688,F,49000,35,227.41,05/01/20,16,0,,Monterrey,Aceptada,False,0.0,6.82,False
3402,700,F,93000,46,539.13,05/01/20,16,0,Compra en línea,Ciudad de México,En proceso,False,0.0,16.17,False
3403,700,F,93000,46,1.0,05/01/20,16,0,Tienda departamental,Monterrey,En proceso,False,0.0,0.05,False
3404,702,M,83000,43,746.89,05/01/20,16,0,Compra en línea,Monterrey,Aceptada,False,0.0,37.34,False
3405,731,F,77000,59,588.53,05/01/20,16,0,Compra en línea,Guadalajara,Aceptada,False,0.0,17.66,False
3406,740,F,90000,33,807.49,05/01/20,16,0,Supermercado,Guadalajara,Aceptada,False,0.0,24.22,False
3407,872,F,38000,58,531.03,05/01/20,16,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,15.93,False
3408,945,F,69000,36,664.89,05/01/20,16,0,Compra en línea,Guadalajara,Rechazada,True,0.0,33.24,False
3409,1068,F,29000,50,460.49,05/01/20,16,0,Supermercado,Cancún,Aceptada,False,0.0,13.81,False
3410,1075,F,77000,58,679.61,05/01/20,16,0,Supermercado,Ciudad de México,Aceptada,False,0.0,20.39,False
3411,1080,F,45000,64,790.9,05/01/20,16,0,Supermercado,Toluca,Aceptada,False,0.0,23.73,False
3412,1096,M,91000,60,392.72,05/01/20,16,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,11.78,False
3413,1252,F,47000,52,828.17,05/01/20,16,0,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,24.85,False
3414,1448,F,36000,42,917.1,05/01/20,16,0,Tienda departamental,Ciudad de México,Rechazada,False,0.0,27.51,False
3415,1490,F,91000,47,608.13,05/01/20,16,0,,Guadalajara,Aceptada,False,0.0,18.24,False
3416,1565,F,99000,33,610.51,05/01/20,16,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,18.32,False
3417,1751,M,52000,35,1113.96,05/01/20,16,0,Compra en línea,Ciudad de México,Aceptada,True,55.7,55.7,False
3418,1805,F,95000,47,590.72,05/01/20,16,0,Farmacia,Guadalajara,Aceptada,True,0.0,17.72,False
3419,1875,F,28000,42,569.05,05/01/20,16,0,Abarrotes,Ciudad de México,Aceptada,False,28.45,39.83,False
3420,1894,M,72000,53,483.89,05/01/20,16,0,,Ciudad de México,Aceptada,False,0.0,14.52,False
3421,2168,N,92000,48,522.6,05/01/20,16,0,Tienda departamental,Ciudad de México,Aceptada,True,26.13,15.68,False
3422,2258,F,90000,49,1.0,05/01/20,16,0,,Monterrey,Aceptada,False,0.0,0.03,False
3423,2407,M,95000,40,105.85,05/01/20,16,0,Farmacia,Monterrey,En proceso,False,0.0,3.18,False
3424,2421,M,63000,40,296.64,05/01/20,16,0,Farmacia,Monterrey,Aceptada,False,0.0,8.9,False
3425,2424,M,87000,39,192.88,05/01/20,16,0,Supermercado,Ciudad de México,Aceptada,True,0.0,5.79,False
3426,2757,F,85000,61,1059.84,05/01/20,16,0,Compra en línea,Monterrey,En proceso,False,0.0,74.19,True
3427,2758,M,45000,34,853.01,05/01/20,16,0,Farmacia,Nezahualcóyotl,En proceso,False,0.0,25.59,False
3428,2778,M,35000,45,1.0,05/01/20,16,0,Tienda departamental,Monterrey,Aceptada,False,0.0,0.03,False
3429,2830,N,43000,56,122.02,05/01/20,16,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,3.66,False
3430,2839,F,63000,43,768.91,05/01/20,16,0,,,En proceso,False,38.45,23.07,False
3431,3085,M,61000,49,618.6,05/01/20,16,0,Abarrotes,Monterrey,En proceso,False,30.93,30.93,False
3432,3179,N,98000,37,74.66,05/01/20,16,0,,Ciudad de México,Aceptada,False,3.73,2.24,False
3433,3188,F,53000,52,345.15,05/01/20,16,0,Tienda departamental,Tijuana,Aceptada,True,17.26,10.35,False
3434,3283,F,93000,61,746.45,05/01/20,16,0,,Toluca,Aceptada,False,0.0,22.39,False
3435,3374,F,82000,37,732.63,05/01/20,16,0,,Ciudad de México,Aceptada,True,0.0,21.98,False
3436,3388,F,47000,43,868.49,05/01/20,16,0,Supermercado,Tijuana,Aceptada,False,43.42,60.79,False
3437,3515,M,52000,45,304.73,05/01/20,16,0,Compra en línea,Ciudad de México,En proceso,False,0.0,21.33,True
3438,3517,M,45000,53,269.31,05/01/20,16,0,Compra en línea,Guadalajara,En proceso,True,0.0,8.08,False
3439,3661,F,82000,35,659.22,05/01/20,16,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,19.78,False
3440,3715,F,77000,54,708.66,05/01/20,16,0,Farmacia,Guadalajara,Aceptada,False,0.0,21.26,False
3441,3746,M,80000,48,287.08,05/01/20,16,0,Farmacia,Guadalajara,Aceptada,False,0.0,8.61,False
3442,3805,M,51000,54,590.66,05/01/20,16,0,Compra en línea,Guadalajara,Aceptada,False,0.0,17.72,False
3443,113,M,62000,43,840.09,05/01/20,17,0,Compra en línea,Guadalajara,Aceptada,False,42.0,25.2,False
3444,250,M,55000,43,358.68,05/01/20,17,0,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,10.76,False
3445,320,F,38000,61,216.69,05/01/20,17,0,Tienda departamental,Toluca,En proceso,False,0.0,15.17,False
3446,472,M,49000,36,74.91,05/01/20,17,0,Farmacia,Tijuana,En proceso,True,3.75,2.25,False
3447,482,F,73000,40,1037.86,05/01/20,17,0,Compra en línea,Nezahualcóyotl,Rechazada,False,0.0,51.89,False
3448,524,F,45000,57,142.26,05/01/20,17,0,Supermercado,Tijuana,Aceptada,False,0.0,4.27,False
3449,595,F,29000,60,202.5,05/01/20,17,0,,Guadalajara,Aceptada,False,0.0,6.08,False
3450,769,M,47000,60,789.86,05/01/20,17,0,Compra en línea,Monterrey,Aceptada,False,0.0,39.49,False
3451,987,M,70000,42,1.0,05/01/20,17,0,Supermercado,Monterrey,En proceso,False,0.0,0.03,False
3452,991,F,94000,47,248.86,05/01/20,17,0,Farmacia,Ciudad de México,En proceso,False,0.0,7.47,False
3453,999,N,82000,60,203.33,05/01/20,17,0,Supermercado,Guadalajara,Aceptada,True,0.0,6.1,False
3454,1059,M,88000,49,660.15,05/01/20,17,0,Tienda departamental,Tijuana,Aceptada,False,33.01,19.8,False
3455,1287,M,44000,34,661.24,05/01/20,17,0,Compra en línea,Tijuana,Aceptada,False,0.0,19.84,False
3456,1293,N,53000,62,1300.67,05/01/20,17,0,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,39.02,False
3457,1338,M,63000,49,458.63,05/01/20,17,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,13.76,False
3458,1492,F,93000,46,70.12,05/01/20,17,0,Farmacia,Nezahualcóyotl,En proceso,False,0.0,2.1,False
3459,1515,N,87000,63,615.81,05/01/20,17,0,Compra en línea,Guadalajara,Aceptada,True,0.0,18.47,False
3460,1614,F,35000,42,463.46,05/01/20,17,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,13.9,False
3461,1730,M,47000,56,805.84,05/01/20,17,0,Farmacia,Ciudad de México,Rechazada,False,40.29,24.18,False
3462,1772,F,38000,63,708.97,05/01/20,17,0,Tienda departamental,Monterrey,En proceso,True,35.45,21.27,False
3463,1905,F,41000,48,791.6,05/01/20,17,0,Farmacia,Nezahualcóyotl,En proceso,False,0.0,23.75,False
3464,1968,F,84000,52,1.0,05/01/20,17,0,,Tijuana,Aceptada,True,0.05,0.03,False
3465,1992,M,35000,56,959.91,05/01/20,17,0,Farmacia,Cancún,En proceso,False,0.0,28.8,False
3466,2077,M,56000,60,778.96,05/01/20,17,0,Compra en línea,Monterrey,Aceptada,False,0.0,23.37,False
3467,2151,M,65000,41,707.15,05/01/20,17,0,Supermercado,Tijuana,En proceso,False,0.0,21.21,False
3468,2159,N,42000,44,68.64,05/01/20,17,0,,Nezahualcóyotl,Aceptada,True,0.0,2.06,False
3469,2165,N,61000,32,521.05,05/01/20,17,0,Abarrotes,Monterrey,Aceptada,False,26.05,15.63,False
3470,2170,N,79000,32,376.47,05/01/20,17,0,Farmacia,Toluca,En proceso,False,18.82,11.29,False
3471,2262,M,60000,36,246.52,05/01/20,17,0,Supermercado,Monterrey,En proceso,False,0.0,7.4,False
3472,2310,F,51000,32,411.39,05/01/20,17,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,20.57,False
3473,2318,M,99000,61,293.9,05/01/20,17,0,,Ciudad de México,Aceptada,False,0.0,8.82,False
3474,2621,F,62000,51,371.9,05/01/20,17,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,11.16,False
